description,class_id
Air pistols [air guns],013
Air pistol bullets,013
Aerial bombs,013
Explosive cartridges,013
Explosive fog signals,013
Explosion primers,013
Dynamites,013
Depth charges,013
Cartridges for gunpowder,013
Cannons [artillery guns],013
Bomb releasers,013
Bodies of shell,013
Black powder,013
Hand grenades,013
Gunstocks,013
Guided artillery projectiles,013
Gas bombs [weapon],013
Recoilless guns,013
Pyrotechnic missiles,013
Pyrotechnic charges,013
Pistols,013
Mortar shells,013
Mines [explosives],013
Machine gun cartridges,013
Liquid explosives,013
Initiating explosives,013
Cartridge dies,013
Incendiary cartridges,013
Hunting rifles [sporting rifles],013
Firearm hand guards,013
Hunting gun cartridges,013
Heavy guns,013
Underwater mines,013
Smoke projectiles,013
Signal fires,013
Shotgun cartridges,013
Shells [projectiles],013
Sea mines,013
Rifle straps,013
Ammunition hoists,013
Ammunition for firearms,013
Pyrotechnics,013
Cartridge belts,013
Firearms,013
Machine guns,013
Rifles,013
Gun belts,013
Devices for launching signal rockets and illumination rockets,013
Devices for firing signal cartridges and illumination cartridges,013
Shell casings,013
Ammunition casings,013
Hydrated explosives,013
Holsters,013
Handles for revolvers,013
Handles for pistols and revolvers,013
Handles for pistols,013
Hand torpedoes,013
Gun-cleaning decappers,013
Gun-cleaning closer-cups,013
Gunstock recoil pads,013
Guns,013
Gun scabbards,013
"Weaponry, namely, {indicate specific items}",013
Weapon cartridges for use with liquid nitrogen,013
Wad cutters,013
Tripods and stands for firearms,013
Trench guns,013
Tear gas weapons,013
Supplemental chambers for firearms,013
Submachine guns,013
Steel shot,013
Squibs,013
Spring-activated spearguns [weapons],013
"Butt plates for pistols, rifles, and shotguns",013
Sporting rifles,013
Rockets [projectiles],013
Small arms ammunition,013
Small arms,013
Sling straps for firearms,013
Sky rockets,013
Silencers for firearms,013
Signal rockets,013
"Sights, namely, open sights for use on firearms [must be  non-optical or non-telescopic]",013
Siege guns,013
Shotguns and parts thereof,013
Shotgun shells,013
Shot shells,013
Shot pouches,013
Shot belts,013
Shields for gun carriages,013
Shells for large size ammunition,013
Shell wads,013
Bullet and shell extractors,013
Shell belts,013
Roman candles,013
Rifles and parts thereof,013
Explosive caps,013
Electric blasting caps,013
Detonating fireworks,013
Component parts for pistols,013
Combination pistols and rifles,013
Cleaning rods for firearms,013
Bomb and flame releases,013
Cases or shells for large size ammunition,013
Cases for large size ammunition,013
Case covers for firearms,013
Cartridge shot pouches,013
Revolvers and parts thereof,013
Recoil pads,013
Blasting powder,013
Pull-throughs for small arms,013
Powders which burn with color flames for pyrotechnical purposes,013
Powder train fuses,013
Powder flasks for firearms,013
Powder flasks,013
Blasting paper,013
Pistol pellets,013
Pistol holsters,013
Pistol grips,013
Pistol cases,013
Pistol caps,013
Paper shot shells [loaded and empty],013
Cravats,025
Espadrilles,025
Cagoules,025
Pinafores,025
Cravates,025
Tuques,025
Pram suits,025
Shortalls,025
Zoot suits,025
"Radio controlled toy {indicate the type of toys, e.g., cars, race cars, airplanes, boats, etc.}",028
Biketards,025
"Equipment sold as a unit for playing {indicate nature of game, e.g. kickball, tossing and catching, indoor and outdoor hopscotch, etc.} games",028
Plus fours,025
"Transport, delivery, packaging, and storage of {specify, e.g., goods, food, machine tools, valuables, etc.}",039
Fitted covers for barbecue grills,011
Paint strainers,016
"Transmission and delivery of {indicate type of data, e.g., digital music, satellite images, etc.} via {indicate broadcast medium, e.g., cable television, wireless communication networks, the internet, etc.}",038
Wave caps,026
"Musical instrument tuning apparatus, namely, {specify, e.g., machine heads, tuning hammers, tuning keys, etc.}",015
Skin softeners,003
"Audio books in the nature of {indicate type of books, e.g., novels, short stories, etc.}",009
Vending machine toys,028
Electric cupcake makers,011
Electric quesadilla makers,011
Inflatable figures for use as outdoor holiday decorations,020
Bicycle lubrication services,037
"Travel agency services, namely, making reservations and bookings for cruises",039
Candy jars sold empty,021
Viscose (cellulose ester) chemicals,001
"Viscose sheets for packing, cushioning, or stuffing purposes",017
Babushkas,025
Pareos,025
Knitting bags for carrying and holding knitting supplies,018
Albs,025
Chipsets,009
Clutch mechanisms for land vehicles,012
Warning bells for vehicles,012
Duvets,024
Software porting,042
"Providing financial information, news, and commentary in the field of political campaigns",036
Providing financial information about political elections,036
Tarpaulins,022
"Scientific research in the field of {indicate field or subject matter, e.g., genetics, wildlife preservation, etc.}",042
Hamster exercise balls,028
"Laboratory apparatus and instruments, namely, homogenizers",009
"Confirming scheduled appointments for others in the field of {indicate type of appointment, e.g., dentistry, legal services, pediatrics, etc.}",035
"{Specify area of use, e.g., face, body, hand, etc.} moisturizers",003
"Radio entertainment services, namely, radio programs featuring performances by a {indicate person or individual, e.g., fictional character, radio personality}",041
Therapeutic white noise machines,010
Ultraviolet gel manicure lights,011
Electric French presses,011
Non-electric French presses,021
Confirming scheduled appointments for others,035
Chinese mixed liquor (wujiapie-jiou),033
Sirens for vehicles,009
Placebo pills for medical use,005
Heat protectant sprays for hair,003
"Designing and developing websites in the field of {specify, e.g., sports, marketing, etc.} for {indicate consumers, e.g., professional sports teams, advertising agencies, etc.}",042
"Online advertising and marketing services in the field of {indicate field or type of goods/services, e.g., dentistry, dental equipment, etc.}",035
"Flexible fuel tanks for {indicate type of vehicle e.g., boats, trucks, yachts, etc.}",012
Lap rugs,024
Fabric cake toppers,020
Cake toppers of precious metal,014
Horse blankets,018
"Educational apparatus, namely, blocks used as teaching aids for {specify, e.g., modeling chemical compounds, visualization of math concepts, etc.}",009
Mobile phone cases featuring rechargeable batteries,009
Electronic cigarette refill cartridges sold empty,034
Bra fitting for fashion purposes,045
"Adult sexual stimulation aids, namely, {indicate type, e.g., artificial penises, penis enlargers, vibrators, benwa balls, artificial vaginas}",010
Machines for the production of mineral water,007
"Collars, not of metal, for fastening pipes",020
Audio mastering,041
Wireless headsets for smartphones,009
"Entertainment services, namely, non-downloadable ringtones, pre-recorded music, and graphics presented to mobile communications devices via a global computer network and wireless networks",041
Direction of making radio or television programs,041
Shoe and boot polish,003
Analyzing and compiling business data,035
"Power controllers for {indicate, e.g., fuel dispensers, etc.}",009
Fishing hooks,028
Catchers' mitts,028
Cases for toy vehicles,028
Boxing bag swivel mechanisms,028
Bowling ball returns,028
"Exercising equipment, namely, pulleys",028
"Exercising equipment, namely, powered treadmills for running",028
"Exercising equipment, namely, manually operated jogging machines",028
"Exercise equipment, namely, manually  operated jogging machines",028
Exercise doorway gym bars,028
Exercise benches,028
Exercise bars,028
"Pads for use in {indicate sport and type of pad, e.g., shoulder  pads for use in football}",028
Equipment sold as a unit for playing action type target games,028
Equipment sold as a unit for playing card games,028
Electronically operated toy motor vehicles,028
Electronic game equipment with a watch function,028
Dumbbells,028
Dumbbell sets,028
Dolls and playsets therefor,028
Dolls and accessories therefor,028
Doll costumes,028
Doll clothing,028
Non-riding transportation toys,028
Doll cases,028
Disposable ticket sets for playing games of chance,028
Discuses,028
Football shoulder pads,028
Foot balls,028
Stretching exercise machines,028
First baseman's mitts,028
Firearm targets,028
Throw weights for recreational use,028
"Structural parts of fishing rods, namely, {specify particular parts, e.g., rings, guides}",028
"Remote control toy glider, airplane and sailplane equipment, namely, {specify particular items, e.g., launchers, engines, propellers, etc.}",028
Amusement apparatus incorporating a video monitor,028
Amusement apparatus incorporating a television screen,028
Roller coaster wheels,028
"Gaming equipment, namely, playing cards, chips, gaming tables and gaming cloths",028
Ball-jointed porcelain dolls,028
Bags for climbers specially adapted for holding climbing equipment,028
"Fitness equipment, namely, straps used for yoga and other fitness activities and for carrying a yoga mat",028
Decorative wind spinners,028
Snooker equipment,028
Game straps used in bird hunting,028
Play houses and toy accessories therefor,028
"Game apparatus, namely, bases, bats, and balls for playing indoor and outdoor games",028
"Amusement products, namely, inflatable balls",028
"Target equipment, namely, stands for targets",028
"Target equipment, namely, backers for targets",028
Softball bat bags,028
Baseball bat bags,028
Balls for juggling,028
Articles of clothing for toys,028
Field hockey stick bags,028
Electronic games for the teaching of children,028
Lacrosse stick bags,028
Scale model kits [toys],028
"Golf training equipment, namely, a motorized golf chipping practice aid",028
"Athletic sporting goods, namely, portable pitching mounds",028
Trolley bags specially adapted for rugby equipment,028
"Children's educational toys for developing fine motor, oral language, numbers, counting, colors and alphabet skills sold in a fabric bag which has a clear vinyl window for viewing small trinkets and toys securely contained within the bag itself",028
"Exercise equipment, namely, inflatable balls",028
Children's toy bicycles other than for transport,028
"Amusement devices, namely, bounce houses in the nature of an air inflated cushion in an air inflated structure",028
Fishing poles,028
Surfboard repair patches,028
Stands specially adapted for holding golf clubs,028
"Athletic sporting goods, namely, adhesive tape for hockey stick and uniform support",028
Head covers for golf clubs,028
Ice skate guards,028
Fishing tackle bags,028
Lacrosse stick strings,028
Protective supports for shoulders and elbows [sports articles],028
"Sports equipment, namely, vibration dampeners for rackets",028
Artificial chum for fishing,028
Puzzle games [does not include crossword puzzles in Class 16],028
Water slides,028
Play sets for action figures,028
Football gloves,028
Wrist guards for athletic use,028
"Re-caps, namely, replacement protective caps for joint guards used in athletics",028
Plastic party hats,028
Talking dolls,028
Toy sling planes,028
Educational toys in the nature of an illustrated wall map,028
Yoga blocks,028
Hand-held fishing nets,028
"Children's dress up accessories, namely, toy helmets for play",028
Yoga boards,028
Ninepins,028
Volleyball tube bags,028
Basketball tube bags,028
"Fishing tackle, namely, lighted bobbers",028
"Educational toys for teaching math principles to children, namely, manipulative blocks for displaying patterns and groupings",028
Electronic games other than those adapted for use with television receivers only,028
Edges of skis,028
Draughtboards,028
Dolls' rooms,028
Hand balls,028
Dolls' feeding bottles,028
Dolls' clothes,028
Discuses for sports,028
Dice cups,028
In-line roller skates,028
Foils for fencing,028
Floats for fishing,028
Golf bags with or without wheels,028
Gymnastic vaulting horses,028
Flippers for swimming,028
Fish hooks,028
Parlour games,028
Marionettes,028
Marbles for games,028
Mah-jong,028
Lures for hunting or fishing,028
Lines for fishing,028
Landing nets for anglers,028
Nets for sports,028
Horseshoe games,028
Medicine balls,028
Shuttlecocks,028
Scale model vehicles,028
Roller-skates,028
Rods for fishing,028
Gymnastic parallel bars,028
Playing cards and card games,028
Play balloons,028
Sportballs,028
Sole coverings for skis,028
Tables for table tennis,028
Tables for indoor football,028
Sailboards,028
Skating boots with skates attached,028
Reels for fishing,028
Gymnastic horizontal bars,028
Toy animals,028
Gymnastic apparatus,028
Strings for rackets,028
Toy cars,028
Toys for domestic pets,028
Toy whistles,028
Building games,028
Body-building apparatus,028
Billiard table cushions,028
Billiard markers,028
"Fishing tackle, namely, bobbers",028
Talking electronic press-down toy,028
Rodeo steer roping practice dummy,028
"Modular play centers consisting of panels, decks, platforms, handrails, slides, and steps all sold separately or in selected combinations",028
Paddle ball games,028
Theatrical masks,028
Toboggans,028
Memory games,028
"Golf training equipment, namely, a golf training cage",028
"Archery equipment, namely, broadheads",028
Bobble head dolls,028
Gut for fishing,028
Sports fitness restraint straps for running in tandem or pairs,028
Sports field training grids,028
Play money,028
Electric educational toy used to demonstrate alternative energy sources,028
"Exercise equipment namely, rowing machines",028
Inflatable swimming pools [play articles],028
Sail boards,028
Children's multiple activity toys sold as a unit with printed books,028
Kits for building surfboards,028
Automatic rifles,013
Handbrake knobs for vehicles,012
"Motorcycle parts, namely, brackets for mounting motorcycle saddlebags to motorcycles",012
Band brakes for land vehicles,012
Hydraulic turbines for land vehicles,012
"Mechanical stability system for allowing improved control of powered industrial lift trucks, sold as an integral component of powered industrial lift trucks",012
"Auto accessories, namely, side mirror protective and vanity covers",012
"Steering wheel attachment comprised of an electric motor and drive gear and a ring gear that when activated by an external controller, turns the steering wheel to effect automatic vehicle steering in straight or curved paths",012
Pre-designed vinyl vehicle wraps specially adapted for vehicles,012
Fitted fabric covers for vehicle seat belts,012
Airline seats containing a massage function,012
Precious metal trophy columns,014
Precious gemstones,014
Identification bracelets [jewelry],014
Costume jewelry,014
Beads for making jewellery,014
Agate as jewellery,014
Clasps for jewellery,014
Clocks incorporating radios,014
Tie bars,014
"Rings made in whole or significant part of {specify, e.g., gold, silver, platinum, diamonds, etc.}",014
"Fitted covers for jewelry rings to protect against impact, abrasion, and damage to the ring's band and stones",014
"Jewelry, namely, collar tips of common metal",014
Watches containing an electronic game function,014
Atomic clocks,014
Wedding rings,014
Alloys of precious metal,014
Decorative centerpieces of precious metal,014
Hair jewelry in the nature of jewelry for use in the hair,014
Jewelry stickpins,014
Slapband bracelets,014
Slap bracelets,014
Precious metal knobs,014
Precious metal pulls,014
Spinels,014
Jewelry armoires,014
Floor clocks,014
Women's watches,014
Women's jewelry,014
"Jewelry, namely, bracelets, wristbands and necklaces that also provides notification to the wearer of a pending medical related task",014
Inexpensive non-jewelry watches,014
Chronographs as watches,014
Gold thread jewelry,014
Watches made of precious metals or coated therewith,014
Equestrian watches,014
Statues of precious metal and their alloys,014
"Jewelry, namely, magnetic necklaces",014
"Jewelry, namely, magnetic pendants",014
"Jewelry, namely, dog tags for wear by humans for decorative purposes",014
Jewelry brooches,014
Gems,014
Tie clips of precious metal,014
Jewels,014
Souvenir pressed coins,014
Precious and semi-precious minerals,014
Precious and semi-precious crystal stones and beads for use in jewelry,014
Jewelry making kits,014
Commemorative medals,014
Jewellery cases,014
Cuff links of precious metal,014
Jewellery,014
Stainless steel jewelry bracelets,014
Body jewelry,014
Chronometric apparatus and instruments,014
Lockets,014
"Gold, unworked or semi-worked",014
"Jewelry, namely, anklets",014
"Jewelry, namely, stone pendants",014
Watchbands,014
Rings [jewelry],014
"Metal wire for use in the making of jewelry, namely, jewelry cable",014
Jewellery chains,014
Gemstone jewelry,014
Jewelry to be affixed to bikinis,014
Jewelry ring holders,014
Jewelry cases,014
Jewelry boxes,014
Gemstones,014
Precious stones,014
Watch faces,014
Precious metal alloys,014
Pendulum clocks,014
Clip earrings,014
Neck chains,014
Wedding bands,014
Watches,014
Precious metal trophies,014
Watches containing a game function,014
Semi-precious gemstones,014
Pocket watches,014
Pearls [jewellery],014
Wall clocks,014
Sun dials,014
Stop watches,014
Necklaces [jewellery],014
Lapel pins [jewelry],014
Jewelry chains,014
Figures of precious metal,014
Cuff-links,014
Jewelry cases of precious metal,014
Jewelry,014
Ornamental lapel pins,014
Chronometers,014
Busts of precious metals,014
Bracelets [jewelry],014
Sintered diamonds,014
Synthetic diamonds,014
"Jewelry, namely, precious metal plated real leaves and flowers",014
Pet jewelry,014
Shirt studs,014
Diamond [unwrought],014
Dials for clock-and-watch-making,014
Cut diamonds,014
Clock housings,014
Clock cabinets,014
Clock and watch hands,014
Chalcedony,014
Buckles for watchstraps,014
Silver alloy ingots,014
Table clocks,014
Firing platforms,013
Explosives powders,013
Cartridge fillers,013
Gun wads,013
Bandoliers for holding cartridges or ammunition cases,013
Wiping rods for guns,013
Sporting cartridges,013
Rifle slings,013
Rifle sheaths,013
Component parts for shotguns,013
Component parts for rifles,013
Printed short stories in the field of {indicate subject matter},016
Jerkins,025
Mules,025
Capelets,025
Frocks,025
"Non-medicated exfoliating preparations for {indicate use, e.g., skin, hair, etc.}",003
Serapes,025
Cord blood for medical purposes,005
Waste and trash separator machines,007
Digital signage display panels,009
Propane for use as fuel,004
"Steam engine boilers for power generation, other than for land vehicles",007
Transmission of interactive television program guides,038
"Providing information, news, and commentary in the field of politics",035
"Providing political information, news, and commentary in the field of election campaigns",035
Miniature golf courses,041
Meat and food grinder attachments for electric mixers for household use,007
Soil percolation testing,042
Kapok,022
Arrangements of candy,030
Wood mulch overs,031
Spectacle cords,009
Signal mirrors,009
Repair and maintenance of ships,037
Automatic pill counters,009
Goggle retention clips for protective helmets,009
Mobile hotspot devices,009
"Maple syrup taps, not of metal",020
Bar carts,020
Ostomy flanges used with pouching systems,010
Climbers' harnesses,028
Edible cookie dough not intended for baking,030
Maple syrup taps of metal,006
"Microbes for use in the manufacture of {indicate, e.g., probiotic supplements, etc.}",001
Ultrasonic equipment used to test or inspect damage to aircraft,009
Golf bag trolleys,028
Vegetable marrow paste,029
Peanut milk for culinary purposes,029
Financial valuation of wool,036
Upcycling in the nature of waste recycling,040
Apparatus for acne treatment,010
Optical tables,009
Cinematography services,041
Bellows being parts of machines,007
Jewelry rolls,014
Live herrings,031
Live tuna,031
Business management of reimbursement programs for others,035
Rental of billboards [advertising boards],035
Compression garments,010
"Controllers for toy {specify toys, e.g., cars, planes, etc.}",028
Provision of an on-line marketplace for buyers and sellers of goods and services,035
Personnel management consultancy,035
S'mores,030
"Portable skating rink structures, of metal",006
Electrically-heated garden hoses,011
Consulting services in the field of mining exploration,042
Consulting services in the field of mining extraction,037
Consulting services in the field of repair and maintenance of mining equipment,037
Gyroscope stabilizers for cameras,009
Enzyme preparations for use in the {indicate specific industrial or manufacturing field} industry,001
Printed worksheets in the field of {indicate subject matter or field},016
Probiotic supplements,005
"Providing lease financing for {specify type of goods, e.g., IT equipment, computer software, automobiles, etc.}",036
"Leasing of vehicles and apparatus for locomotion by {indicate e.g., land, air, water, rail, etc.}",039
Medical screening information services featuring reminder alerts regarding medical examinations that individuals should undergo for preventative care purposes,044
"Regulatory submission management, namely, assisting others in preparing and filing applications for {indicate subject matter, e.g., small business grants, telecommunications licenses, medical devices, etc.} with governmental regulatory bodies",035
Transmission of location-based messaging,038
Implants consisting primarily of artificial materials and also including biological materials,010
"Chartering of vehicles and apparatus for locomotion by {indicate e.g., land, air, water, rail, etc.}",039
Dishers [kitchen utensils],021
Measuring television audience size and composition for others via electronic data collection,042
Lasers for the treatment of metal surfaces to repel water,009
"Compiling and analyzing statistics for determining audience ratings of {indicate, e.g., television and radio programs, podcasts, etc.}",035
E-mail forwarding services [transmission],038
Electric bark control dog collars,009
"Electric bark control dog collars featuring {indicate training device, e.g., citronella spray, static electricity, etc.}",009
"Instruction in the nature of {specify sport, e.g., tennis, golf, sailing, etc.} lessons",041
"Instruction in the nature of {specify sport, e.g., tennis, golf, sailing, etc.} clinics",041
Flexible flat panel displays for computers,009
Replacement parts and fittings for musical instruments,015
"Laboratory apparatus and instruments for extracting {specify, e.g., nucleic acid, DNA, etc.} [not for medical purposes]",009
Marine sewage holding tanks,011
Marine sewage holding tank vent filters,011
"Vehicle sharing services, namely, providing temporary use of {specify type of vehicle, e.g., bicycles, motorcycles, automobiles, etc.}",039
Metal oxide powders for industrial purposes,001
Heat resistant paints,002
OLED (Organic light emitting diode) display panels,009
Beancurd sticks,029
Yellow rice wine,033
Processed betel nuts,029
Cells for scientific and research use,001
Battery separator films,009
Dental nitrous oxide,005
Lysozyme for industrial purposes,001
Spokes for two-wheeled motor vehicles,012
Commemorative shields of precious metal,014
Dried edible mushrooms,029
Baby lotion,003
"Hydraulically actuated tools, namely, {indicate specific tools, e.g., pliers, hammers, etc.}",007
Nucleotides for scientific and research use,001
Nitrous oxide for industrial use,001
Acetylene for industrial purposes,001
Powdered carbon for secondary cell batteries,001
Fried dough twists,030
Fishing aid which sinks to the bottom of any body of water in which it is placed and stands vertically from the bottom with fish line attached a few inches from the hook intended to catch the fish,028
Storage racks for sporting goods in the nature of paint ball guns,028
"Exercise equipment, namely, virtual reality training cycles",028
Flutter boards,028
Baby swings,028
Infant swings,028
Removable table tops for craps tables,028
Baseball bat racks,028
Baseball and softball bat racks,028
Equipment sold as a unit for playing craps games,028
Craps game playing equipment,028
Table tops for craps tables,028
Softball bat racks,028
Vibrating apparatus used in fitness and exercise programs to stimulate muscles and increase strength and physical performance,028
Christmas tree ornaments of bronze,028
Archery sets,028
"Sports equipment, namely, inline roller skating wheels at the end of a crutch-like frame",028
"Hunting equipment, namely, scent dispenser for attracting or repelling animals",028
"Exercise equipment, namely, shoulder stretcher using a cable",028
"Sports equipment, namely, lower body alignment apparatus",028
Climbing skins for use with touring skis,028
Elliptical exercise machines,028
"Exercise equipment, namely, shoulder stretcher using resistance cables",028
Trampolines,028
"Remote control toys, namely, {indicate the type of toy, e.g., cars, race cars, airplanes, boats}",028
Kite boards,028
Toy film cartridges and viewers,028
Equipment for playing a vertical hoop target game,028
Golf bag tags,028
Footbags,028
Aquatic canine treadmill,028
Golf bag covers,028
Floor-standing units for playing electronic games other than in conjunction with a television or computer,028
Skateboard rails,028
Tabletop units for playing electronic games other than in conjunction with a television or computer,028
Skateboard decks,028
Nuts and bolts for skateboards,028
Skateboard grip tapes,028
Goalkeepers' gloves,028
Skateboard riser pads,028
Arrowheads,028
Work-out gloves,028
Christmas tree stand covers,028
"Christmas tree ornaments, namely, bells",028
Cases for action figures,028
Caps for toy pistols,028
Boxing swivels,028
Boxing bags,028
Bowling pit mats,028
Bowling deflectors,028
Paper dolls,028
"Exercising equipment, namely, rowing machines",028
Paper airplanes,028
Exercise weight cuffs,028
Exercise trampolines,028
Exercise tables,028
Exercise machines,028
Exercise and gymnastic banners,028
Equipment sold as a unit for playing board games,028
Golf putter covers,028
Football girdles,028
Pool cue clamps,028
Football body protectors,028
"Floats for recreational use, namely, {specify, e.g., arm floats, foam floats, swim floats}",028
Floating recreational lounge chairs,028
Flies for use in fishing,028
Fitted protective covers for swing sets,028
Fishing tackle containers,028
Fishing tackle boxes,028
Fishing safety harness,028
Abdomen protectors for Taekwondo,028
Protective paddings for Taekwondo,028
Spearfishing guns for scuba diving,028
Appliances for gymnastics,028
Curling brooms,028
Fencing gloves,028
Curling stones,028
Traditionally dressed dolls,028
"Juggling equipment, namely, {indicate specific items, e.g., juggling balls, juggling clubs, juggling sticks, etc.}",028
Ribbons specially adapted for rhythmic sportive gymnastics,028
"Mountaineering and rock climbing equipment, namely, spring-loaded camming devices (SLCDs)",028
Fishing pole holders worn on the body,028
Toy pirate hats,028
Barbell pads,028
Barbell neck protectors,028
Head straps for weight lifting,028
Toy jewelry,028
Golf tee bags,028
"Fishing lures, namely, plastic worms",028
Mountaineering climbing belts,028
Hockey skates,028
Golf ball dispensers [sporting articles],028
Electronic golf ball dispensers [sporting articles],028
"Fishing lures, namely, spoons",028
Korean chess pieces (Jang-gi pieces),028
Korean playing cards (Hwatoo),028
"Weight lifting equipment, namely, {specify, e.g., bars, benches, etc.}",028
Kettle bells,028
Skateboarding gloves,028
Electrical stimulation belts for strengthening abdominal muscles,028
"Storage racks for physical fitness equipment, namely, {specify type of Class 28 physical fitness equipment, e.g., sport balls, dumbbells, exercise weights, kettle bells, etc.}",028
Roller skis,028
Gaming machines for gambling,028
Arcade video game machines,028
Interchangeable magnetic toy vehicles,028
Dolls for Kwanza,028
Dolls for Hanukkah,028
Trolley bags for golf equipment,028
Gymnastic training stools,028
Fishing fly boxes,028
Play mats for the purpose of putting together puzzles,028
"Hand grips for {specify sports equipment, e.g., golf clubs, tennis rackets, etc.}",028
Bags specially adapted for padel rackets,028
Fins for body boards,028
Field hockey sticks,028
Field hockey goalie pads,028
Toy brooches,028
Yoga cushions,028
Yoga blankets,028
Field hockey balls,028
Yoga bolsters,028
Terminal tackle,028
"Equipment for skateboard parks for skateboarding, inline skating, and BMX freestyle biking, namely, {indicate goods in Class 28, e.g., ramps, rails, etc.}",028
Poles for use in pole dancing,028
Body surf hand planes,028
"Toys, namely, puppets and accessories therefor",028
Carrying bags specially adapted for toy vehicles,028
"Martial arts training equipment, namely, nunchucks",028
Battery-powered computer game with LCD screen,028
Action figure toys,028
Scale model aircraft,028
"Sports training apparatus, namely, pitching machines",028
Needles for pumps for inflating sports equipment,028
Chips for gambling,028
Holds for artificial climbing walls,028
"Golf accessories, namely, holders specially adapted for holding golf ball markers",028
Model toy vehicles,028
Scale-model vehicles,028
Fencing foils,028
Ride-on toys and accessories therefor,028
Rideable toys and accessories therefor,028
Stands for rideable toys,028
Racks and stands specifically designed to hold toy vehicles,028
"Golf training apparatus, namely, golf practice platforms",028
Table tennis rebound board,028
Ball-jointed resin dolls,028
"Toys, namely, bean bag animals",028
Vinyl dolls,028
"Juggling equipment, namely, diabolos",028
"Tchoukball equipment, namely, balls and rebound frames",028
Exercising pulleys,028
"Tabletop hobby battle games in the nature of battle, war and skirmish games, and fantasy games, and playing equipment sold as a unit therewith",028
Archery bow bags,028
"Playing pieces in the nature of miniature action figures and toy model vehicles for use with table top hobby battle games in the nature of battle, war and skirmish games, and fantasy games",028
Decorative toy mobiles and plush toys for children made of felt,028
"Exercising equipment, namely, weight lifting machines",028
Safety padding for use on walls of stadiums and field enclosures to prevent injury during sports events,028
"Sporting goods, namely, carriers specially adapted for sport balls",028
"Posture correction device, namely, an adjustable harness to correct one's posture for sports or other physical training purposes",028
Non-motorized golf trolleys,028
"Leader organizers, namely, bags specially adapted for fishing leaders",028
Electronic animal calls for recreation and hunting activities,028
Fish cages for use in recreational fishing,028
Hunting arrow points,028
"Mountaineering and rock climbing equipment, namely, climbing cams and anchors made of metal",028
Fly fishing stripper baskets,028
Floatable swim chair for disabled or challenged people for recreational use,028
"Exercise apparatus, namely, slosh bars",028
Treestands for hunting having a construction that mechanically joins the components of the stand together for a secured connection,028
Rideable toy vehicles,028
Hunters' scent camouflage,028
Recreation apparatus in the nature of caster-propelled caster boards,028
Recreation apparatus in the nature of cambering boards in the nature of a deck with small wheels on swivels that one rocks to propel,028
Self-powered water sports boards,028
Manually-operated exercise equipment for physical fitness purposes,028
Stretch bands used for yoga and physical fitness purposes,028
"Educational toys for teaching music principles to children, namely, hand-held music notation symbols and music related figures, such as individual hand-held piano keys",028
Toy figures in the form of a potato,028
Fingerboard wheels,028
Scent eliminating wipes for use associated with hunting and outdoor recreation,028
"Game apparatus, namely, bases, bats, and balls for playing baseball-like indoor and outdoor games",028
Running gloves,028
"Playing card game accessories, namely, playing card cases, playing card holders, mats for use in connection with playing card games, playing card shuffling devices and dice",028
Hockey gloves,028
"Toy vehicles, namely, caster boards",028
Trolley bags specially adapted for soccer equipment,028
Trolley bags specially adapted for football equipment,028
Trolley bags specially adapted for sports equipment,028
Protective padding for skateboarding,028
Tabletop games,028
Paddle surfboards,028
Leashes for surfboards,028
Hand-held fishing nets for sportsmen,028
Music box toys,028
Surfboard traction pads,028
"Toy foam novelty items, namely, foam fingers and hands",028
Traction pads for surfboards,028
Balls for sports,028
Discs for playing disc golf,028
Deer attractants,028
Fish bite alarm and strike indicator,028
Handle grips for sporting equipment,028
Dolls for Christmas,028
Wildlife attractant in powder form,028
Flying toys using electrostatic levitation,028
Lacrosse stick heads,028
Hockey stick blades,028
Hockey stick shafts,028
Lacrosse stick handles,028
Toy tools,028
Surf paddles,028
Handballs,028
Stand-up surf paddles,028
Fishing clamps for use in holding fish to remove fish hooks,028
"Sport fishing accessory, namely, a device which holds the lip of a fish caught by an angler for ease of landing, weighing and release",028
"Storage apparatus comprising hooks, support arms, and shelving specially adapted for sports equipment",028
Plush dolls,028
Plush dolls created from children's drawings,028
Wild game hunting decoys,028
Deer hunting decoys,028
Animal hunting decoys,028
Gift baskets containing plush toys,028
Turkey hunting decoys,028
"Sports equipment, namely, telescoping caddy for bucket for carrying, storing and transporting baseballs and other sports equipment",028
Hand pads for athletic use,028
Holders specially adapted for lottery tickets,028
"Harnesses specially adapted for carrying snowboards, skis and skateboards",028
Tables for table football,028
Educational card games,028
"Playthings, namely, puppet theatres",028
Novelty toy item in the nature of a dispenser of stream material,028
Driving practice mats [golf implement],028
Storage racks for athletic training equipment,028
Storage racks for athletic equipment,028
Toy model guitars,028
Hand-powered non-mechanical flying toy,028
Trivia game played with cards and game components,028
Storage racks for water sports equipment,028
Golf club holders for use on a driving range or golf course,028
Hand grips for golf clubs,028
"Golf accessory, namely, support for holding a golf club",028
Skibob,028
Fencing weapons,028
"Tennis racquets, baseball bats, cricket bats, golf clubs and hockey sticks",028
Swings,028
Swimming flippers,028
Surfboard carrier worn on the body,028
Stuffed and plush toys,028
Bows for archery,028
Bowling apparatus and machinery,028
Gut for tennis rackets,028
Body-training apparatus,028
Billiard equipment,028
Bats for games,028
Backgammon games,028
Bells for Christmas trees,028
Cups for dice,028
